Clave CT,Nombre CT,Clave Turno,Descripción Turno,Zona Escolar,Descripción Mpio.,Descripción Cat. Pob.,Longitud,Latitud,Docentes,Nivel,Modalidad
11DJN0274B,JOSE MARIANO MICHELENA,1,Matutino,39,Celaya,U Urbana,-100.835339,20.567064,2,PREESCOLAR,General Federal
11DJN4233C,JUAN JACOBO ROUSSEAU,1,Matutino,23,Cortazar,R Rural,-100.836956,20.413041,0,PREESCOLAR,General Federal
11DJN4558I,ALONSO LUJAMBIO IRAZABAL,1,Matutino,7,Celaya,U Urbana,-100.837228,20.497935,4,PREESCOLAR,General Federal
11DJN0421V,ROSA MARIA MARTINEZ RIOS,1,Matutino,122,Celaya,U Urbana,-100.83808,20.52747,5,PREESCOLAR,General Federal
11DJN2714W,JUAN JOSE DE LOS REYES MARTINEZ,1,Matutino,39,Celaya,U Urbana,-100.838671,20.635645,4,PREESCOLAR,General Federal
11DJN0974V,ROSA GONZALEZ DE CARMONA,1,Matutino,6,Celaya,U Urbana,-100.838676,20.538182,8,PREESCOLAR,General Federal
11DJN2852Y,LIC. ROSA GONZALEZ DE CARMONA,2,Vespertino,6,Celaya,U Urbana,-100.838676,20.538182,5,PREESCOLAR,General Federal
11DJN2456Y,AGUSTIN MELGAR,1,Matutino,8,Salvatierra,U Urbana,-100.839663,20.203742,4,PREESCOLAR,General Federal
11DJN0413M,MIGUEL HIDALGO Y COSTILLA,1,Matutino,7,Celaya,R Rural,-100.84055,20.47389,0,PREESCOLAR,General Federal
11DJN0202I,LIC. ADOLFO LOPEZ MATEOS,1,Matutino,74,Comonfort,U Urbana,-100.84061,20.71039,4,PREESCOLAR,General Federal
11DJN0144I,ANDRES BALVANERA,1,Matutino,8,Salvatierra,U Urbana,-100.840639,20.215793,5,PREESCOLAR,General Federal
11DJN3415E,JOSE VASCONCELOS,1,Matutino,8,Salvatierra,U Urbana,-100.842108,20.209168,6,PREESCOLAR,General Federal
11DJN2561I,FEDERICO FROEBEL,2,Vespertino,26,San Miguel de Allende,R Rural,-100.84218,20.96936,1,PREESCOLAR,General Federal
11DJN4492Q,DIEGO RIVERA,1,Matutino,104,San Miguel de Allende,R Rural,-100.84365,20.98313,0,PREESCOLAR,General Federal
11DJN0510O,ESPERANZA FRANCO ESTRADA,1,Matutino,122,Celaya,U Urbana,-100.84417,20.52486,5,PREESCOLAR,General Federal
11DJN4137Z,OCTAVIO PAZ,1,Matutino,6,Celaya,U Urbana,-100.84522,20.55267,9,PREESCOLAR,General Federal
11DJN4502G,MARIO BENEDETTI,2,Vespertino,6,Celaya,U Urbana,-100.84522,20.55267,6,PREESCOLAR,General Federal
11DJN0250S,LIBRADO ACEVEDO ULLOA,1,Matutino,24,Salvatierra,R Rural,-100.845495,20.302317,1,PREESCOLAR,General Federal
11DJN0999D,SANTOS DEGOLLADO,1,Matutino,99,Dolores Hidalgo Cuna de la Independencia Nacional,R Rural,-100.84726,21.21511,1,PREESCOLAR,General Federal
11DJN2383W,LAZARO CARDENAS,1,Matutino,42,San Diego de la Unión,R Rural,-100.84798,21.45378,6,PREESCOLAR,General Federal
11DJN0195P,JOSE VASCONCELOS,1,Matutino,51,Acámbaro,R Rural,-100.848708,20.108709,1,PREESCOLAR,General Federal
11DJN0162Y,JOSE VASCONCELOS,1,Matutino,7,Celaya,U Urbana,-100.85,20.49639,4,PREESCOLAR,General Federal
11DJN4639T,CONSTITUYENTES DE GUANAJUATO,1,Matutino,6,Celaya,U Urbana,-100.850533,20.561249,3,PREESCOLAR,General Federal
11DJN0211Q,MARIANO SILVA Y ACEVES,1,Matutino,122,Celaya,U Urbana,-100.85416,20.54694,3,PREESCOLAR,General Federal
11DJN4448C,ESTEFANIA CASTAÑEDA,1,Matutino,104,San Miguel de Allende,R Rural,-100.85416,20.86167,0,PREESCOLAR,General Federal
11DJN0019K,ABRAHAM CASTELLANOS,1,Matutino,39,Celaya,R Rural,-100.85602,20.60422,4,PREESCOLAR,General Federal
11DJN3668H,JAIME TORRES BODET,1,Matutino,67,Dolores Hidalgo Cuna de la Independencia Nacional,R Rural,-100.856142,21.12188,1,PREESCOLAR,General Federal
11DJN3077V,LAURO AGUIRRE,1,Matutino,42,San Diego de la Unión,R Rural,-100.857371,21.336323,0,PREESCOLAR,General Federal
11DJN0437W,IGNACIO RAMIREZ LOPEZ,1,Matutino,24,Salvatierra,R Rural,-100.858405,20.295434,1,PREESCOLAR,General Federal
11DJN4114P,BERTHA VON GLUMER LEYVA,1,Matutino,104,San Miguel de Allende,R Rural,-100.85962,20.82927,1,PREESCOLAR,General Federal
11DJN2495Z,VASCO DE QUIROGA,1,Matutino,51,Acámbaro,R Rural,-100.860793,20.029472,1,PREESCOLAR,General Federal
11DJN1099T,GUILLERMO PRIETO,1,Matutino,74,Comonfort,R Rural,-100.862162,20.770104,3,PREESCOLAR,General Federal
11DJN0420W,MA ENRIQUETA CAMARILLO DE PEREYRA,1,Matutino,122,Celaya,R Rural,-100.86398,20.52986,4,PREESCOLAR,General Federal
11DJN0641G,FULGENCIO VARGAS,1,Matutino,67,Dolores Hidalgo Cuna de la Independencia Nacional,R Rural,-100.864074,21.128505,3,PREESCOLAR,General Federal
11DJN0090V,MIGUEL F. MARTINEZ,1,Matutino,6,Celaya,R Rural,-100.864547,20.583791,4,PREESCOLAR,General Federal
11DJN2451C,GABRIELA MISTRAL,1,Matutino,8,Salvatierra,R Rural,-100.865852,20.149039,1,PREESCOLAR,General Federal
11DJN0498J,MARGARITA MAZA DE JUAREZ,1,Matutino,67,Dolores Hidalgo Cuna de la Independencia Nacional,R Rural,-100.867459,21.117271,2,PREESCOLAR,General Federal
11DJN3663M,ESTEFANIA CASTAÑEDA,1,Matutino,24,Salvatierra,U Urbana,-100.868408,20.222566,0,PREESCOLAR,General Federal
11DJN0673Z,RAMON FRAUSTO,1,Matutino,42,San Diego de la Unión,R Rural,-100.869082,21.407536,0,PREESCOLAR,General Federal
11DJN2462I,LUIS HIDALGO MONROY,1,Matutino,65,Salvatierra,U Urbana,-100.86952,20.22259,0,PREESCOLAR,General Federal
11DJN0140M,ANTONIO CASO,1,Matutino,8,Salvatierra,U Urbana,-100.869994,20.208607,1,PREESCOLAR,General Federal
11DJN2689N,ENRIQUE C. REBSAMEN,1,Matutino,42,San Diego de la Unión,U Urbana,-100.871445,21.471159,5,PREESCOLAR,General Federal
11DJN2338J,FRANCISCO GABILONDO SOLER,1,Matutino,42,San Diego de la Unión,U Urbana,-100.87547,21.46517,5,PREESCOLAR,General Federal
11DJN0278Y,ERMILO ABREU GOMEZ,1,Matutino,122,Celaya,R Rural,-100.87833,20.49889,2,PREESCOLAR,General Federal
11DJN2455Z,JUAN ENRIQUE PESTALOZZI,1,Matutino,8,Salvatierra,R Rural,-100.878586,20.140468,1,PREESCOLAR,General Federal
11DJN0246F,JESUS TERAN,1,Matutino,122,Celaya,U Urbana,-100.880586,20.514547,5,PREESCOLAR,General Federal
11DJN2439H,FRAY PEDRO DE GANTE,1,Matutino,24,Salvatierra,R Rural,-100.880781,20.286681,1,PREESCOLAR,General Federal
11DJN0064X,ENRIQUE C REBSAMEN,1,Matutino,8,Salvatierra,U Urbana,-100.881543,20.208994,9,PREESCOLAR,General Federal
11DJN2826Z,GABRIELA MISTRAL,1,Matutino,99,Dolores Hidalgo Cuna de la Independencia Nacional,R Rural,-100.881725,21.244779,0,PREESCOLAR,General Federal
11DJN0431B,ESTEFANIA CASTAÑEDA,1,Matutino,23,Cortazar,R Rural,-100.881863,20.395549,1,PREESCOLAR,General Federal
11DJN0016N,GREGORIO TORRES QUINTERO,1,Matutino,122,Celaya,R Rural,-100.88218,20.57195,1,PREESCOLAR,General Federal
11DJN0538U,CARLOS A CARRILLO,1,Matutino,23,Cortazar,R Rural,-100.882507,20.49338,3,PREESCOLAR,General Federal
11DJN0085J,CUAUHTEMOC,1,Matutino,24,Salvatierra,U Urbana,-100.883102,20.215891,8,PREESCOLAR,General Federal
11DJN2552A,JOSE MARIANO JIMENEZ,1,Matutino,67,Dolores Hidalgo Cuna de la Independencia Nacional,R Rural,-100.884235,21.143007,0,PREESCOLAR,General Federal
11DJN2469B,IGNACIO MANUEL ALTAMIRANO,1,Matutino,24,Salvatierra,R Rural,-100.884692,20.292182,0,PREESCOLAR,General Federal
11DJN0512M,LAZARO CARDENAS DEL RIO,1,Matutino,120,Santa Cruz de Juventino Rosas,U Urbana,-100.885106,20.656884,5,PREESCOLAR,General Federal
11DJN0141L,MARTIN V GONZALEZ,1,Matutino,8,Salvatierra,R Rural,-100.885269,20.163516,3,PREESCOLAR,General Federal
11DJN4038Z,OHUAPAN,1,Matutino,67,Dolores Hidalgo Cuna de la Independencia Nacional,R Rural,-100.886375,21.08254,1,PREESCOLAR,General Federal
11DJN0017M,JUSTO SIERRA,1,Matutino,122,Celaya,U Urbana,-100.886815,20.516251,1,PREESCOLAR,General Federal
11DJN2817S,24 DE OCTUBRE,1,Matutino,122,Celaya,R Rural,-100.88802,20.56185,3,PREESCOLAR,General Federal
11DJN4313O,JUANA DE ARCO,1,Matutino,99,Dolores Hidalgo Cuna de la Independencia Nacional,R Rural,-100.88805,21.30278,1,PREESCOLAR,General Federal
11DJN2917R,FRANCISCO GONZALEZ BOCANEGRA,1,Matutino,24,Salvatierra,U Urbana,-100.889468,20.192642,5,PREESCOLAR,General Federal
11DJN1059S,PATRIA,1,Matutino,23,Cortazar,R Rural,-100.891071,20.491092,1,PREESCOLAR,General Federal
11DJN2679G,FRAY JUAN DE ZUMARRAGA,1,Matutino,122,Celaya,U Urbana,-100.8925,20.55611,5,PREESCOLAR,General Federal
11DJN2335M,JOSE MARIA LUIS MORA,1,Matutino,24,Salvatierra,R Rural,-100.892937,20.274175,1,PREESCOLAR,General Federal
11DJN0784D,PEDRO CALDERON DE LA BARCA,1,Matutino,120,Santa Cruz de Juventino Rosas,R Rural,-100.895064,20.582893,0,PREESCOLAR,General Federal
11DJN0626O,MIGUEL ALEMAN VALDEZ,1,Matutino,122,Celaya,R Rural,-100.895382,20.520324,3,PREESCOLAR,General Federal
11DJN2428B,GREGORIO TORRES QUINTERO,1,Matutino,120,Santa Cruz de Juventino Rosas,U Urbana,-100.89555,20.61972,6,PREESCOLAR,General Federal
11DJN0517H,NIÑOS HEROES,1,Matutino,74,Comonfort,R Rural,-100.89719,20.7215,5,PREESCOLAR,General Federal
11DJN3751G,MANUEL GOMEZ PEDRAZA,1,Matutino,67,Dolores Hidalgo Cuna de la Independencia Nacional,R Rural,-100.897716,21.106297,1,PREESCOLAR,General Federal
11DJN4041N,MANUEL DOBLADO,1,Matutino,67,Dolores Hidalgo Cuna de la Independencia Nacional,R Rural,-100.89788,21.051441,0,PREESCOLAR,General Federal
11DJN2899S,MARIA MONTESSORI,1,Matutino,10,Dolores Hidalgo Cuna de la Independencia Nacional,R Rural,-100.898404,21.18392,0,PREESCOLAR,General Federal
11DJN0436X,JOSEFINA RAMOS DEL RIO,1,Matutino,23,Cortazar,R Rural,-100.898427,20.48677,0,PREESCOLAR,General Federal
11DJN2385U,MIGUEL HIDALGO Y COSTILLA,1,Matutino,42,San Diego de la Unión,R Rural,-100.898547,21.40982,0,PREESCOLAR,General Federal
11DJN2408O,JUAN ENRIQUE PESTALOZZI,1,Matutino,43,San Felipe,R Rural,-100.9016,21.67153,3,PREESCOLAR,General Federal
11DJN4547C,JOSEFA ORTIZ DE DOMINGUEZ,1,Matutino,10,Dolores Hidalgo Cuna de la Independencia Nacional,R Rural,-100.902314,21.192958,1,PREESCOLAR,General Federal
11DJN2342W,VICENTE RIVA PALACIO,1,Matutino,74,Comonfort,R Rural,-100.90258,20.69808,1,PREESCOLAR,General Federal
11DJN0822Q,24 DE FEBRERO,1,Matutino,67,Dolores Hidalgo Cuna de la Independencia Nacional,U Urbana,-100.904883,21.166103,1,PREESCOLAR,General Federal
11DJN2701S,LOS HEROES DE LA INDEPENDENCIA,1,Matutino,67,Dolores Hidalgo Cuna de la Independencia Nacional,U Urbana,-100.906048,21.160118,3,PREESCOLAR,General Federal
11DJN4099N,NIÑO ARTILLERO,1,Matutino,67,Dolores Hidalgo Cuna de la Independencia Nacional,U Urbana,-100.908064,21.154479,1,PREESCOLAR,General Federal
11DJN2536J,INDEPENDENCIA,1,Matutino,74,Comonfort,R Rural,-100.90816,20.75222,4,PREESCOLAR,General Federal
11DJN0066V,NIÑOS HEROES,1,Matutino,120,Santa Cruz de Juventino Rosas,R Rural,-100.909817,20.581476,4,PREESCOLAR,General Federal
11DJN3651H,JUAN JOSE MARTINEZ,1,Matutino,87,Dolores Hidalgo Cuna de la Independencia Nacional,R Rural,-100.910358,21.018976,0,PREESCOLAR,General Federal
11DJN0128R,NARCISO MENDOZA,1,Matutino,120,Santa Cruz de Juventino Rosas,R Rural,-100.910446,20.597335,1,PREESCOLAR,General Federal
11DJN0785C,GUADALUPE VICTORIA,1,Matutino,120,Santa Cruz de Juventino Rosas,R Rural,-100.911899,20.635588,1,PREESCOLAR,General Federal
11DJN0928J,24 DE FEBRERO,1,Matutino,99,Dolores Hidalgo Cuna de la Independencia Nacional,R Rural,-100.915184,21.322929,1,PREESCOLAR,General Federal
11DJN2487R,NICOLAS BRAVO,1,Matutino,67,Dolores Hidalgo Cuna de la Independencia Nacional,R Rural,-100.91519,21.100496,1,PREESCOLAR,General Federal
11DJN2891Z,GABRIELA MISTRAL,1,Matutino,43,San Felipe,R Rural,-100.91559,21.67349,5,PREESCOLAR,General Federal
11DJN0146G,CARLOS A CARRILLO,1,Matutino,18,Acámbaro,U Urbana,-100.915789,19.964307,4,PREESCOLAR,General Federal
11DJN0010T,JOSE VASCONCELOS,1,Matutino,24,Salvatierra,R Rural,-100.916855,20.29125,1,PREESCOLAR,General Federal
11DJN1237E,ESPERANZA ZAMBRANO,1,Matutino,10,Dolores Hidalgo Cuna de la Independencia Nacional,R Rural,-100.91769,21.20973,1,PREESCOLAR,General Federal
11DJN4472C,ANTONIO MACHADO,1,Matutino,104,San Miguel de Allende,R Rural,-100.91806,20.90333,3,PREESCOLAR,General Federal
11DJN2534L,ROSAURA ZAPATA CANO,1,Matutino,74,Comonfort,R Rural,-100.91859,20.70239,1,PREESCOLAR,General Federal
11DJN2900R,JUAN ALDAMA,1,Matutino,10,Dolores Hidalgo Cuna de la Independencia Nacional,U Urbana,-100.919095,21.14396,4,PREESCOLAR,General Federal
11DJN2454Z,SIMON LOZA,1,Matutino,8,Salvatierra,R Rural,-100.919721,20.138099,0,PREESCOLAR,General Federal
11DJN1000T,CUAUHTEMOC,1,Matutino,99,Dolores Hidalgo Cuna de la Independencia Nacional,R Rural,-100.919911,21.280111,3,PREESCOLAR,General Federal
11DJN0543F,MARGARITA MAZA DE JUAREZ,1,Matutino,79,Villagrán,R Rural,-100.920287,20.517951,4,PREESCOLAR,General Federal
11DJN0031F,MIGUEL DIAZ,1,Matutino,65,Salvatierra,R Rural,-100.9207,20.222842,3,PREESCOLAR,General Federal
11DJN4069T,NETZAHUALCOYOTL,1,Matutino,67,Dolores Hidalgo Cuna de la Independencia Nacional,U Urbana,-100.921507,21.160717,5,PREESCOLAR,General Federal
11DJN0507A,VICENTE GUERRERO,1,Matutino,42,San Diego de la Unión,U Urbana,-100.921744,21.470531,5,PREESCOLAR,General Federal
11DJN4539U,REHILETE,1,Matutino,79,Villagrán,U Urbana,-100.922465,20.533578,8,PREESCOLAR,General Federal
11DJN0927K,J. JESUS HERNANDEZ HERNANDEZ,1,Matutino,10,Dolores Hidalgo Cuna de la Independencia Nacional,R Rural,-100.92354,21.182566,3,PREESCOLAR,General Federal
11DJN4070I,DOCTOR FRANCISCO LARROYO,1,Matutino,67,Dolores Hidalgo Cuna de la Independencia Nacional,U Urbana,-100.923556,21.152904,4,PREESCOLAR,General Federal
11DJN2711Z,MICAELA FERNANDEZ,1,Matutino,99,Dolores Hidalgo Cuna de la Independencia Nacional,U Urbana,-100.924194,21.169477,4,PREESCOLAR,General Federal
11DJN0188F,JORGE CANTOR,1,Matutino,10,Dolores Hidalgo Cuna de la Independencia Nacional,U Urbana,-100.9246,21.20614,4,PREESCOLAR,General Federal
11DJN0101K,ROSAURA ZAPATA CANO,1,Matutino,79,Villagrán,U Urbana,-100.92528,20.56611,5,PREESCOLAR,General Federal
11DJN0298L,IGNACIO MANUEL ALTAMIRANO,1,Matutino,120,Santa Cruz de Juventino Rosas,R Rural,-100.926015,20.60599,4,PREESCOLAR,General Federal
11DJN4500I,JOSE VASCONCELOS,1,Matutino,18,Acámbaro,U Urbana,-100.92604,19.965066,1,PREESCOLAR,General Federal
11DJN0639S,MOISES SAENZ GARZA,1,Matutino,99,Dolores Hidalgo Cuna de la Independencia Nacional,U Urbana,-100.926545,21.16482,6,PREESCOLAR,General Federal
11DJN0055P,BEATRIZ VELASCO DE ALEMAN,1,Matutino,67,Dolores Hidalgo Cuna de la Independencia Nacional,U Urbana,-100.927987,21.155185,8,PREESCOLAR,General Federal
11DJN0635W,MOISES SAENZ GARZA,1,Matutino,23,Cortazar,R Rural,-100.929893,20.428779,0,PREESCOLAR,General Federal
11DJN2554Z,GUISEPPINA PIZZIGONI,1,Matutino,87,Dolores Hidalgo Cuna de la Independencia Nacional,R Rural,-100.933258,21.113179,1,PREESCOLAR,General Federal
11DJN0077A,IGNACIO PEREZ,1,Matutino,10,Dolores Hidalgo Cuna de la Independencia Nacional,U Urbana,-100.933662,21.161768,7,PREESCOLAR,General Federal
11DJN2449O,PEDRO VALLEJO,1,Matutino,24,Salvatierra,R Rural,-100.935608,20.278873,0,PREESCOLAR,General Federal
11DJN0509Z,CONSUELO SANTIBAÐEZ ECHEVESTE,1,Matutino,87,Dolores Hidalgo Cuna de la Independencia Nacional,U Urbana,-100.93566,21.149808,6,PREESCOLAR,General Federal
11DJN3205Z,MOCTEZUMA,1,Matutino,18,Acámbaro,U Urbana,-100.93616,19.961034,1,PREESCOLAR,General Federal
11DJN4277Z,FRIDA KAHLO CALDERON,1,Matutino,87,Dolores Hidalgo Cuna de la Independencia Nacional,U Urbana,-100.936211,21.135733,1,PREESCOLAR,General Federal
11DJN2537I,GENERAL DON JOSE JOAQUIN HERRERA,1,Matutino,74,Comonfort,R Rural,-100.93625,20.78917,1,PREESCOLAR,General Federal
11DJN4520W,LEONA VICARIO,1,Matutino,10,Dolores Hidalgo Cuna de la Independencia Nacional,U Urbana,-100.93626,21.172262,3,PREESCOLAR,General Federal
11DJN2452B,DR. MANUEL FLORES,1,Matutino,8,Salvatierra,R Rural,-100.936298,20.0339,2,PREESCOLAR,General Federal
11DJN0067U,JUSTO SIERRA,1,Matutino,65,Salvatierra,U Urbana,-100.937061,20.224998,6,PREESCOLAR,General Federal
11DJN3653F,JULIO VERNE,1,Matutino,87,Dolores Hidalgo Cuna de la Independencia Nacional,R Rural,-100.938864,21.074264,0,PREESCOLAR,General Federal
11DJN2404S,JOSE MARIA LUIS MORA,1,Matutino,79,Villagrán,R Rural,-100.942199,20.552416,3,PREESCOLAR,General Federal
11DJN2746O,VENUSTIANO CARRANZA,1,Matutino,74,Comonfort,R Rural,-100.94442,20.72036,1,PREESCOLAR,General Federal
11DJN0288E,MANUEL MICHAUS,1,Matutino,23,Cortazar,R Rural,-100.944498,20.377496,1,PREESCOLAR,General Federal
11DJN0242J,LAZARO CARDENAS DEL RIO,1,Matutino,24,Salvatierra,R Rural,-100.945121,20.263904,1,PREESCOLAR,General Federal
11DJN3120T,JOSE MARIA LICEAGA,1,Matutino,18,Acámbaro,R Rural,-100.945384,19.964782,1,PREESCOLAR,General Federal
11DJN2755W,DON MIGUEL HIDALGO Y COSTILLA,1,Matutino,87,Dolores Hidalgo Cuna de la Independencia Nacional,R Rural,-100.946374,21.092482,1,PREESCOLAR,General Federal
11DJN0536W,LIC. JOSE VASCONCELOS,1,Matutino,23,Cortazar,U Urbana,-100.946536,20.473116,3,PREESCOLAR,General Federal
11DJN2749L,GABRIELA MISTRAL,1,Matutino,87,Dolores Hidalgo Cuna de la Independencia Nacional,R Rural,-100.946904,21.016885,1,PREESCOLAR,General Federal
11DJN0786B,IGNACIO RAMIREZ ( EL NIGROMANTE),1,Matutino,120,Santa Cruz de Juventino Rosas,R Rural,-100.94817,20.605907,1,PREESCOLAR,General Federal
11DJN4357L,YAHHIU DEGNO,1,Matutino,23,Cortazar,U Urbana,-100.948343,20.485723,4,PREESCOLAR,General Federal
11DJN2523F,NACIONES UNIDAS,1,Matutino,87,Dolores Hidalgo Cuna de la Independencia Nacional,U Urbana,-100.949518,21.147442,5,PREESCOLAR,General Federal
11DJN2453A,ENRIQUE AGUILAR GONZALEZ,1,Matutino,24,Salvatierra,R Rural,-100.94972,20.277311,0,PREESCOLAR,General Federal
11DJN2489P,BELISARIO DOMINGUEZ,1,Matutino,87,Dolores Hidalgo Cuna de la Independencia Nacional,R Rural,-100.950913,21.123492,3,PREESCOLAR,General Federal
11DJN2739E,EMILIO CARRANZA,1,Matutino,74,Comonfort,R Rural,-100.951,20.70122,0,PREESCOLAR,General Federal
11DJN0508Z,ROSAURA ZAPATA,1,Matutino,104,San Miguel de Allende,R Rural,-100.95189,20.93587,0,PREESCOLAR,General Federal
11DJN0433Z,J.JESUS MACIAS GARMA,1,Matutino,23,Cortazar,U Urbana,-100.954041,20.490828,6,PREESCOLAR,General Federal
11DJN3339P,AMADO NERVO,1,Matutino,10,Dolores Hidalgo Cuna de la Independencia Nacional,R Rural,-100.954318,21.128102,1,PREESCOLAR,General Federal
11DJN2650B,ALFREDO NOBEL,1,Matutino,23,Cortazar,U Urbana,-100.954637,20.477546,6,PREESCOLAR,General Federal
11DJN0170G,BERTHA VON GLUMER,1,Matutino,23,Cortazar,R Rural,-100.955426,20.510624,1,PREESCOLAR,General Federal
11DJN0644D,FRANCISCO LOPEZ RAYON,1,Matutino,87,Dolores Hidalgo Cuna de la Independencia Nacional,U Urbana,-100.956565,21.153685,7,PREESCOLAR,General Federal
11DJN0281L,GREGORIO TORRES QUINTERO,1,Matutino,23,Cortazar,U Urbana,-100.956737,20.477447,6,PREESCOLAR,General Federal
11DJN0171F,ROSARIO CASTELLANOS,1,Matutino,23,Cortazar,R Rural,-100.957701,20.418245,4,PREESCOLAR,General Federal
11DJN0545D,ERASMO CASTELLANOS,1,Matutino,79,Villagrán,R Rural,-100.958,20.559276,3,PREESCOLAR,General Federal
11DJN4377Z,LA CORREGIDORA,1,Matutino,87,Dolores Hidalgo Cuna de la Independencia Nacional,U Urbana,-100.958413,21.149366,6,PREESCOLAR,General Federal
11DJN0187G,ALFREDO NOBEL,1,Matutino,10,Dolores Hidalgo Cuna de la Independencia Nacional,R Rural,-100.959997,21.18,1,PREESCOLAR,General Federal
11DJN0444F,LUIS CHAVEZ OROZCO,1,Matutino,65,Santiago Maravatío,R Rural,-100.96055,20.18336,0,PREESCOLAR,General Federal
11DJN0040N,ADALBERTO NAVA,1,Matutino,73,Cortazar,U Urbana,-100.961125,20.482889,9,PREESCOLAR,General Federal
11DJN2661H,GABRIELA MISTRAL,1,Matutino,73,Cortazar,U Urbana,-100.961379,20.470817,7,PREESCOLAR,General Federal
11DJN3208X,JOSE ROSAS MORENO,1,Matutino,10,Dolores Hidalgo Cuna de la Independencia Nacional,R Rural,-100.961583,21.13123,1,PREESCOLAR,General Federal
11DJN3081H,VICENTE GUERRERO,1,Matutino,43,San Felipe,R Rural,-100.96178,21.62905,1,PREESCOLAR,General Federal
11DJN2460K,NARCISO BASSOLS,1,Matutino,24,Salvatierra,R Rural,-100.962731,20.274443,1,PREESCOLAR,General Federal
11DJN1063E,FERNANDO GONZALEZ ROA,1,Matutino,74,Comonfort,R Rural,-100.96355,20.74542,1,PREESCOLAR,General Federal
11DJN4252R,LEONA VICARIO,1,Matutino,120,Santa Cruz de Juventino Rosas,R Rural,-100.96528,20.64833,3,PREESCOLAR,General Federal
11DJN0430C,DIEGO RIVERA,1,Matutino,73,Cortazar,R Rural,-100.965862,20.443575,0,PREESCOLAR,General Federal
11DJN4060B,PROFRA. ROSAURA ZAPATA CANO,1,Matutino,73,Cortazar,U Urbana,-100.966461,20.47125,4,PREESCOLAR,General Federal
11DJN0065W,ANTONIO QUIROZ,1,Matutino,24,Salvatierra,U Urbana,-100.968276,20.246246,9,PREESCOLAR,General Federal
11DJN3670W,PEDRO LASCURAIN,1,Matutino,10,Dolores Hidalgo Cuna de la Independencia Nacional,U Urbana,-100.96872,21.157806,0,PREESCOLAR,General Federal
11DJN0070H,JOSEFA ORTIZ DE DOMINGUEZ,1,Matutino,73,Cortazar,U Urbana,-100.970552,20.479291,7,PREESCOLAR,General Federal
11DJN2728Z,MANUEL JOSE OTHON,1,Matutino,43,San Felipe,R Rural,-100.97118,21.71316,3,PREESCOLAR,General Federal
11DJN0432A,MANUEL M PONCE,1,Matutino,73,Cortazar,R Rural,-100.972125,20.398578,1,PREESCOLAR,General Federal
11DJN4141M,PROFR. ANTONIO PATIÑO VAZQUEZ,1,Matutino,73,Cortazar,U Urbana,-100.97364,20.48914,4,PREESCOLAR,General Federal
11DJN3420Q,JOSE VASCONCELOS,1,Matutino,10,Dolores Hidalgo Cuna de la Independencia Nacional,R Rural,-100.973995,21.265821,0,PREESCOLAR,General Federal
11DJN0438V,SUSANA ORTIZ SILVA,1,Matutino,65,Salvatierra,R Rural,-100.97433,20.09854,1,PREESCOLAR,General Federal
11DJN3658A,JAIME TORRES BODET,1,Matutino,73,Cortazar,U Urbana,-100.975197,20.477924,5,PREESCOLAR,General Federal
11DJN2390F,IGNACIO JOSE ALLENDE,1,Matutino,43,San Felipe,R Rural,-100.97621,21.71586,3,PREESCOLAR,General Federal
11DJN2541V,BELISARIO DOMINGUEZ,1,Matutino,120,Santa Cruz de Juventino Rosas,R Rural,-100.977128,20.665136,2,PREESCOLAR,General Federal
11DJN2897U,OCTAVIO BONILLA MANZANO,2,Vespertino,10,Dolores Hidalgo Cuna de la Independencia Nacional,R Rural,-100.977539,21.204257,1,PREESCOLAR,General Federal
11DJN2543T,5 DE MAYO,1,Matutino,120,Santa Cruz de Juventino Rosas,R Rural,-100.979353,20.694747,1,PREESCOLAR,General Federal
11DJN0103I,JOSE MA MORELOS Y PAVON,1,Matutino,65,Santiago Maravatío,R Rural,-100.98063,20.11979,0,PREESCOLAR,General Federal
11DJN0497K,SOR JUANA INES DE LA CRUZ,1,Matutino,87,Dolores Hidalgo Cuna de la Independencia Nacional,R Rural,-100.981526,20.939827,1,PREESCOLAR,General Federal
11DJN4241L,SANTOS DEGOLLADO,1,Matutino,79,Villagrán,U Urbana,-100.98165,20.50614,0,PREESCOLAR,General Federal
11DJN3750H,IGNACIO CALDERON,1,Matutino,87,Dolores Hidalgo Cuna de la Independencia Nacional,R Rural,-100.983118,21.018323,1,PREESCOLAR,General Federal
11DJN3374V,DIEGO RIVERA,1,Matutino,120,Santa Cruz de Juventino Rosas,U Urbana,-100.983902,20.633529,9,PREESCOLAR,General Federal
11DJN0239W,LIC. JOAQUIN BARANDA,1,Matutino,24,Salvatierra,R Rural,-100.984165,20.274808,1,PREESCOLAR,General Federal
11DJN1061G,MEXICO,1,Matutino,79,Villagrán,R Rural,-100.984699,20.568558,1,PREESCOLAR,General Federal
11DJN2863D,MOCTEZUMA,1,Matutino,65,Santiago Maravatío,R Rural,-100.98634,20.19633,0,PREESCOLAR,General Federal
11DJN3701Z,JOSEFA ORTIZ DE DOMINGUEZ,1,Matutino,120,Santa Cruz de Juventino Rosas,U Urbana,-100.986388,20.630918,5,PREESCOLAR,General Federal
11DJN4270G,AMADO NERVO,1,Matutino,120,Santa Cruz de Juventino Rosas,U Urbana,-100.98641,20.649827,9,PREESCOLAR,General Federal
